Merged motif (Total sequences: 1000)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MLX$MA0663.1|SREBF2(var.2)$MA0828.1|Srebf1(var.2)$MA0829.1|TFEC$MA0871.1|MLXIPL$MA0664.1|SREBF1(var.2)$MA0829.2|TFEB$MA0692.1|MYC$MA0147.3|MXI1$MA1108.1|TFEC$MA0871.2|Mycn$MA0104.2|USF1$MA0093.3|CLOCK$MA0819.1|Mycn$MA0104.3|MITF$MA0620.2|USF2$MA0526.3|SOHLH2$MA1560.1|Myc$MA0147.1|ARNT2$MA1464.1|USF2$MA0526.2|Hes1$MA1099.1|HES1$MA1099.2|USF2$MA0526.1|MYCN$MA0104.4|USF1$MA0093.2|BHLHE41$MA0636.1|TFE3$MA0831.2|Arntl$MA0603.1|Mitf$MA0620.1|USF1$MA0093.1|BHLHE40$MA0464.2|HES5$MA0821.1|Npas2$MA0626.1|MITF$MA0620.3|HEY2$MA0649.1|HES2$MA0616.2|HEY1$MA0823.1|MNT$MA0825.1|MAX$MA0058.3|HES7$MA0822.1|ARNT::HIF1A$MA0259.1|MAX$MA0058.1|HIF1A$MA1106.1|Hes2$MA0616.1|HES6$MA1493.1|Mycn$MA0104.1|Mlxip$MA0622.1|Bhlhe40$MA0464.1|TFE3$MA0831.1|Arnt$MA0004.1	9609.69	12086.04	14416.61	-1.47	-0.0	1.16	346	211	135	0.649	0.516
RARA(var.2)$MA0730.1|Rarb(var.2)$MA0858.1	4934.8	6694.75	8575.45	-3.45	-1.28	-0.05	191	79	112	-0.194	-0.383
KLF14$MA0740.1|KLF3$MA1516.1|KLF15$MA1513.1|Klf1$MA0493.1|ZNF148$MA1653.1|KLF9$MA1107.1|SP9$MA1564.1|SP1$MA0079.2|KLF2$MA1515.1|SP2$MA0516.1|KLF9$MA1107.2|SP1$MA0079.4|Klf4$MA0039.2|ZNF740$MA0753.1|SP3$MA0746.1|SP4$MA0685.1|KLF5$MA0599.1|KLF4$MA0039.3|KLF10$MA1511.1|VEZF1$MA1578.1|MAZ$MA1522.1|KLF13$MA0657.1|SP8$MA0747.1|KLF16$MA0741.1|SP1$MA0079.3|KLF6$MA1517.1|Klf12$MA0742.1|KLF11$MA1512.1|SP3$MA0746.2|KLF4$MA0039.4|ZNF740$MA0753.2	13416.97	16955.73	19845.04	-1.54	-0.17	0.95	268	119	149	-0.349	-0.306
GATA6$MA1104.1|GATA2$MA0036.3|GATA4$MA0482.2|Gata4$MA0482.1|GATA5$MA0766.1|GATA6$MA1104.2|GATA3$MA0037.2|Gata1$MA0035.2|Gata1$MA0035.3|GATA3$MA0037.3|GATA5$MA0766.2|GATA2$MA0036.2	14091.8	17711.62	20806.08	-1.91	-0.41	0.5	288	141	147	-0.04	-0.199
JUN::JUNB$MA1132.1|BATF$MA1634.1|BATF::JUN$MA0462.2|FOSL1::JUND$MA1142.1|JUND$MA0491.2|BATF3$MA0835.2|Smad2::Smad3$MA1622.1|FOS::JUND$MA1141.1|FOSL1::JUN$MA1128.1|FOSL1$MA0477.2|JUNB$MA0490.2|FOSL1$MA0477.1|FOS::JUN$MA0099.3|FOSL2::JUND$MA1144.1|FOSL2::JUN$MA1130.1|JUNB$MA0490.1|FOS::JUNB$MA1134.1|JDP2$MA0655.1|FOS$MA0476.1|JUN(var.2)$MA0489.1|FOSB::JUNB$MA1135.1|BATF::JUN$MA0462.1|FOSL2$MA0478.1|FOSL2::JUNB$MA1138.1|JUND$MA0491.1|JUN::FOS$MA0099.1|BACH2$MA1101.2|FOSL1::JUNB$MA1137.1|NFE2$MA0841.1	7928.0	10285.98	12668.16	-2.62	-0.85	0.15	212	84	128	-0.348	-0.351
CEBPA$MA0102.3|TEF$MA0843.1|NFIL3$MA0025.2|CEBPA$MA0102.4|CEBPB$MA0466.1|CEBPA$MA0102.2|DBP$MA0639.1|Cebpa$MA0102.1|CEBPG(var.2)$MA1636.1|HLF$MA0043.3|CEBPD$MA0836.2|NFIL3$MA0025.1|HLF$MA0043.2|CEBPE$MA0837.1|ATF4$MA0833.2|HLF$MA0043.1|CEBPG$MA0838.1|ATF4$MA0833.1|CEBPB$MA0466.2|CEBPD$MA0836.1	33534.18	39444.3	45264.51	-0.37	1.07	3.04	459	280	179	0.461	0.33
TBP$MA0108.1|TBP$MA0108.2	42713.8	50359.75	56007.5	-0.63	0.15	1.43	452	239	213	0.09	0.028
MEIS2$MA0774.1|MEIS1$MA0498.2|MEIS3$MA0775.1	3758.9	5357.83	6556.67	-0.87	0.16	1.23	131	68	63	0.078	0.197
ASCL1$MA1100.2|NHLH1$MA0048.2|Ptf1a(var.3)$MA1620.1|BHLHA15(var.2)$MA1472.1|Tcf3$MA0522.1|ASCL1(var.2)$MA1631.1|MYOD1$MA0499.2|BHLHE22(var.2)$MA1635.1|TCF4$MA0830.2|NHLH1$MA0048.1|MSC$MA0665.1|SNAI2$MA0745.2|ZEB1$MA0103.3|ATOH1(var.2)$MA1467.1|Rbpjl$MA1621.1|TCF3$MA0522.2|Tcf21$MA0832.1|Ptf1a(var.2)$MA1619.1|SNAI3$MA1559.1|Tcf12$MA0521.1|SNAI2$MA0745.1|Myog$MA0500.1|TCF4$MA0830.1|MYOG$MA0500.2|TCF3$MA0522.3|Myod1$MA0499.1|ASCL1$MA1100.1|TCF12(var.2)$MA1648.1|MYF5$MA1641.1|SNAI1$MA1558.1|MYF6$MA0667.1|FIGLA$MA0820.1|Ascl2$MA0816.1	2470.75	3569.61	4621.43	-1.76	-0.38	0.62	117	47	70	-0.268	-0.214
TFAP2A$MA0003.2|TFAP2A$MA0003.4|TFAP2C(var.2)$MA0814.2|TFAP2C$MA0524.2|TFAP2C(var.2)$MA0814.1|TFAP2B(var.2)$MA0812.1|TFAP2C$MA0524.1|TFAP2B$MA0811.1|TFAP2A(var.2)$MA0810.1|TFAP2E$MA1569.1|TFAP2A$MA0003.3	2681.58	3845.41	5099.44	-3.07	-1.14	0.01	160	62	98	-0.333	-0.44
