id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MA0819.1	CLOCK	87357.6	101686.0	114880.0	-0.4	0.41	2.03	650	333	317	0.059	0.07
MA0730.1	RARA(var.2)	117889.2	136548.0	149876.9	-0.77	0.11	1.31	743	377	366	0.018	-0.006
MA0742.1	Klf12	175977.9	199480.5	221365.4	-0.22	0.52	2.1	911	471	440	0.056	0.061
MA0482.2	GATA4	103159.4	119884.5	132931.2	-0.61	0.16	1.51	698	353	345	0.015	0.019
MA0099.1	JUN::FOS	37332.8	45281.5	53660.0	5.92	9.74	14.33	517	317	200	0.52	0.604
MA0102.1	Cebpa	71987.1	84614.5	96649.0	-1.89	-0.43	0.4	594	287	307	-0.037	-0.066
MA0108.1	TBP	151622.8	171032.5	192756.8	-3.32	-1.22	-0.13	859	399	460	-0.067	-0.068
MA0498.2	MEIS1	34878.4	42174.5	50112.1	-0.37	0.84	2.65	428	223	205	0.048	0.126
MA1100.2	ASCL1	53472.6	63279.0	73973.7	0.03	1.21	3.33	528	286	242	0.09	0.125
MA0812.1	TFAP2B(var.2)	70212.5	83822.5	92337.2	-1.05	0.07	0.92	581	298	283	0.012	-0.047
MA0853.1	Alx4	170102.6	194681.0	212063.3	-1.14	-0.09	0.83	886	439	447	-0.031	-0.001
MA0033.2	FOXL1	29981.8	36813.5	43124.5	-2.03	-0.45	0.57	394	194	200	-0.022	-0.101
MA0805.1	TBX1	54965.0	65572.0	76219.7	0.06	0.87	2.67	532	293	239	0.128	0.111
MA0075.1	Prrx2	9348.5	12284.5	15296.5	-2.74	-0.98	0.09	236	107	129	-0.023	-0.208
MA0912.1	Hoxd3	169515.2	195610.0	212228.9	-0.86	0.11	1.19	889	461	428	0.054	0.0
MA1519.1	LHX5	35693.7	43546.0	51469.0	-4.45	-1.77	-0.29	447	205	242	-0.11	-0.197
MA0694.1	ZBTB7B	132218.0	153453.5	167262.1	-0.96	-0.0	0.97	783	380	403	-0.036	0.041
MA0491.1	JUND	72134.4	84780.0	97715.6	3.67	6.91	11.43	666	379	287	0.296	0.505
MA0148.2	FOXA1	90115.3	105862.5	115719.0	-0.98	-0.02	1.03	651	317	334	-0.048	0.041
MA0475.2	FLI1	86379.0	100406.0	115450.5	32.23	40.64	49.34	910	639	271	0.849	1.002
MA0100.2	Myb	65197.7	76304.0	88497.3	0.88	2.58	5.23	596	341	255	0.223	0.217
MA0670.1	NFIA	59270.0	70078.5	79594.0	-1.85	-0.34	0.34	539	257	282	-0.035	-0.03
MA1635.1	BHLHE22(var.2)	54852.9	66103.0	73401.5	-1.11	-0.04	0.93	515	248	267	-0.012	0.065
MA1573.1	THAP11	205552.6	230332.0	253002.6	-1.95	-0.48	0.23	977	471	506	-0.016	-0.047
MA0765.1	ETV5	108315.6	124128.0	140041.8	23.96	31.22	39.8	943	641	302	0.583	0.712
MA0877.2	BARHL1	63530.5	75327.0	85591.4	-1.9	-0.44	0.34	561	267	294	-0.07	-0.029
MA0141.2	Esrrb	108515.8	125594.0	139607.3	-1.89	-0.34	0.5	720	357	363	-0.031	-0.074
MA0104.1	Mycn	30257.3	36797.0	42520.7	-0.36	0.4	1.93	393	208	185	0.094	0.077
MA1587.1	ZNF135	118094.6	135459.5	150272.2	-1.97	0.47	1.13	751	384	367	0.064	-0.113
MA0512.1	Rxra	58481.8	68749.5	79209.8	0.1	0.96	3.05	546	305	241	0.096	0.076
MA0119.1	NFIC::TLX1	73376.7	86094.5	94758.9	-1.02	0.04	0.96	588	300	288	0.082	-0.004
MA0904.1	Hoxb5	180339.3	204456.5	222586.7	-1.58	-0.22	0.47	913	441	472	-0.049	-0.018
MA0597.1	THAP1	70427.5	81888.5	93796.1	-3.37	-1.22	-0.14	599	272	327	-0.093	-0.092
