Merged motif (Total sequences: 4012)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
ARNT::HIF1A$MA0259.1|MAX::MYC$MA0059.1|MAX$MA0058.3|Mycn$MA0104.3|MAX$MA0058.1|MITF$MA0620.3|MNT$MA0825.1|HES1$MA1099.2|TFEB$MA0692.1|SOHLH2$MA1560.1|Bhlhe40$MA0464.1|MXI1$MA1108.1|MLXIPL$MA0664.1|MITF$MA0620.2|SREBF1(var.2)$MA0829.2|Npas2$MA0626.1|TFEC$MA0871.1|USF1$MA0093.2|USF1$MA0093.1|Srebf1(var.2)$MA0829.1|USF2$MA0526.2|SREBF2(var.2)$MA0828.1|Arnt$MA0004.1|TFE3$MA0831.1|Mlxip$MA0622.1|MYCN$MA0104.4|MYC$MA0147.3|USF2$MA0526.1|MLX$MA0663.1|Mycn$MA0104.2|HEY1$MA0823.1|Creb3l2$MA0608.1|HES2$MA0616.2|HIF1A$MA1106.1|CLOCK$MA0819.1|HEY2$MA0649.1|Mycn$MA0104.1|Myc$MA0147.1|Hes1$MA1099.1|USF2$MA0526.3|HES7$MA0822.1|Mitf$MA0620.1|USF1$MA0093.3|BHLHE41$MA0636.1|ARNT2$MA1464.1|TFE3$MA0831.2|Arntl$MA0603.1|TFEC$MA0871.2|HES5$MA0821.1|BHLHE40$MA0464.2	88497.57	102259.08	115273.38	-0.27	0.76	2.52	616	356	260	0.14	0.233
Rarb(var.2)$MA0858.1|RARA(var.2)$MA0730.1	103930.9	120328.25	133383.1	-1.32	-0.12	0.82	656	312	344	-0.039	-0.067
KLF4$MA0039.3|Klf1$MA0493.1|KLF4$MA0039.4|KLF5$MA0599.1|KLF11$MA1512.1|KLF2$MA1515.1|SP1$MA0079.4|KLF10$MA1511.1|Klf4$MA0039.2|SP3$MA0746.1|KLF9$MA1107.2|Klf12$MA0742.1|KLF6$MA1517.1|KLF9$MA1107.1|SP3$MA0746.2|SP8$MA0747.1|KLF16$MA0741.1|KLF14$MA0740.1|SP9$MA1564.1|KLF3$MA1516.1|SP4$MA0685.1	121597.85	139619.52	154981.78	-0.4	0.55	2.1	705	382	323	0.113	0.119
GATA5$MA0766.1|Gata1$MA0035.3|GATA6$MA1104.2|GATA3$MA0037.2|Gata1$MA0035.2|GATA3$MA0037.3|GATA6$MA1104.1|GATA2$MA0036.3|Gata4$MA0482.1|GATA4$MA0482.2|GATA5$MA0766.2|GATA2$MA0036.2	79161.88	92141.54	103371.9	-1.78	-0.1	0.79	451	225	226	-0.008	-0.142
BATF::JUN$MA0462.1|FOSL1::JUND$MA1142.1|JUN::FOS$MA0099.1|JUNB$MA0490.2|FOS::JUN$MA0099.2|BACH1$MA1633.1|JUN(var.2)$MA0489.1|FOSL1::JUNB$MA1137.1|FOSL1$MA0477.1|BATF::JUN$MA0462.2|JUND$MA0491.2|FOSL1$MA0477.2|BATF$MA1634.1|JDP2$MA0655.1|JUN::JUNB$MA1132.1|BATF3$MA0835.2|BACH2$MA1101.1|FOS$MA0476.1|FOSL2::JUN$MA1130.1|FOS::JUN$MA0099.3|FOS::JUNB$MA1134.1|JUND$MA0491.1|FOSL2::JUNB$MA1138.1|Smad2::Smad3$MA1622.1|FOSL2::JUND$MA1144.1|FOSB::JUNB$MA1135.1|FOS::JUND$MA1141.1|FOSL1::JUN$MA1128.1|JUNB$MA0490.1|NFE2$MA0841.1|NFE2L1$MA0089.2|MAF::NFE2$MA0501.1|FOSL2$MA0478.1|Nfe2l2$MA0150.2|MAFK$MA0496.3|BACH2$MA1101.2|Bach1::Mafk$MA0591.1|NFE2L2$MA0150.1	91854.92	105844.64	120827.44	3.73	6.97	11.18	682	421	261	0.542	0.617
CEBPA$MA0102.2|Cebpa$MA0102.1|CEBPG$MA0838.1|CEBPD$MA0836.1|CEBPE$MA0837.1|CEBPB$MA0466.2	73971.32	87203.0	97684.45	-1.91	-0.45	0.53	505	235	270	-0.132	-0.168
TBP$MA0108.2|TBP$MA0108.1	151577.9	172473.5	193568.45	-3.4	-1.27	-0.13	868	402	466	-0.068	-0.07
MEIS2$MA0774.1|MEIS1$MA0498.2|MEIS3$MA0775.1	41186.2	49331.67	57921.93	-0.33	0.93	2.85	469	249	220	0.091	0.184
TFAP4(var.2)$MA1570.1|ASCL1$MA1100.2|MYF6$MA0667.1|Ptf1a(var.2)$MA1619.1|HAND2$MA1638.1|OLIG1$MA0826.1|NHLH1$MA0048.1|Ptf1a(var.3)$MA1620.1|TCF3$MA0522.2|ZEB1$MA0103.2|NHLH1$MA0048.2|Tcf21$MA0832.1|ATOH7$MA1468.1|ASCL1$MA1100.1|SNAI2$MA0745.1|TCF3$MA0522.3|TCF12(var.2)$MA1648.1|NEUROD2$MA0668.1|FIGLA$MA0820.1|Ascl2$MA0816.1|MYF5$MA1641.1|Rbpjl$MA1621.1|TAL1::TCF3$MA0091.1|Ptf1a$MA1618.1|Tcf12$MA0521.1|TCF4$MA0830.1|NEUROG2$MA0669.1|Atoh1$MA0461.2|NEUROG1$MA0623.2|SNAI2$MA0745.2|TWIST1$MA1123.2|NEUROG2(var.2)$MA1642.1|SNAI1$MA1558.1|BHLHE23$MA0817.1|NHLH2$MA1529.1|Bhlha15$MA0607.1|TWIST1$MA1123.1|NEUROD1$MA1109.1|ATOH1(var.2)$MA1467.1|Myog$MA0500.1|MYOG$MA0500.2|TFAP4$MA0691.1|OLIG3$MA0827.1|BHLHA15(var.2)$MA1472.1|TCF21(var.2)$MA1568.1|Myod1$MA0499.1|ZBTB18$MA0698.1|ZEB1$MA0103.3|ASCL1(var.2)$MA1631.1|MSC$MA0665.1|SNAI3$MA1559.1|Twist2$MA0633.1|OLIG2$MA0678.1|Neurog1$MA0623.1|ZEB1$MA0103.1|Tcf3$MA0522.1|BHLHE22(var.2)$MA1635.1|TCF4$MA0830.2|MYOD1$MA0499.2|BHLHE22$MA0818.1	83123.55	96934.09	108707.89	-0.81	0.29	1.65	592	311	281	0.129	0.21
TFAP2B$MA0811.1|TFAP2A$MA0003.2|TFAP2C$MA0524.2|TFAP2C$MA0524.1|TFAP2A(var.2)$MA0810.1|TFAP2A$MA0003.4|TFAP2C(var.2)$MA0814.2|TFAP2E$MA1569.1|TFAP2C(var.2)$MA0814.1|TFAP2B(var.2)$MA0812.1|TFAP2A$MA0003.3	91632.11	106366.18	119495.71	-0.47	0.64	2.36	660	354	306	0.117	0.135
