Merged motif (Total sequences: 663)	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
CLOCK$MA0819.1|SREBF1(var.2)$MA0829.2|Srebf1(var.2)$MA0829.1|SREBF2(var.2)$MA0828.1|Mycn$MA0104.3|Mitf$MA0620.1|Myc$MA0147.1|BHLHE41$MA0636.1|Mlxip$MA0622.1|MXI1$MA1108.2|Myc$MA0147.2|USF2$MA0526.3|TFE3$MA0831.1|TFEC$MA0871.2|MAX::MYC$MA0059.1|MLXIPL$MA0664.1|Mycn$MA0104.2|MAX$MA0058.3|Creb3l2$MA0608.1|HIF1A$MA1106.1|Arntl$MA0603.1|HES1$MA1099.2|HEY2$MA0649.1|Arnt$MA0004.1|MXI1$MA1108.1|MITF$MA0620.3|HEY1$MA0823.1|Bhlhe40$MA0464.1|MITF$MA0620.2|TFEB$MA0692.1|Mycn$MA0104.1|MAX$MA0058.2|USF1$MA0093.2|Hes1$MA1099.1|USF1$MA0093.3|USF2$MA0526.1|MYC$MA0147.3|MNT$MA0825.1|MAX$MA0058.1|MLX$MA0663.1|Npas2$MA0626.1|TFE3$MA0831.2|ARNT::HIF1A$MA0259.1|ARNT2$MA1464.1|SOHLH2$MA1560.1|HES2$MA0616.2|USF1$MA0093.1|TFEC$MA0871.1|USF2$MA0526.2|MYCN$MA0104.4|BHLHE40$MA0464.2	1950.67	2913.32	3717.91	-1.16	-0.06	0.99	97	42	55	-0.269	-0.213
RARA::RXRG$MA1149.1|RARA(var.2)$MA0730.1|Rarb(var.2)$MA0858.1|RARA::RXRA$MA0159.1	3372.7	4598.25	6017.45	-0.04	1.5	3.64	182	105	77	0.174	0.243
KLF10$MA1511.1|Klf1$MA0493.1|KLF16$MA0741.1|KLF5$MA0599.1|Klf4$MA0039.2|KLF11$MA1512.1|KLF4$MA0039.3|KLF4$MA0039.4|SP3$MA0746.2|SP3$MA0746.1|KLF9$MA1107.2|SP9$MA1564.1|SP8$MA0747.1|KLF2$MA1515.1|Klf12$MA0742.1|KLF6$MA1517.1|SP1$MA0079.4|KLF9$MA1107.1|SP4$MA0685.1|KLF3$MA1516.1|KLF14$MA0740.1	2062.28	2996.81	3903.53	-0.51	0.47	2.02	110	73	37	0.596	0.486
GATA3$MA0037.2|GATA6$MA1104.1|GATA6$MA1104.2|Gata1$MA0035.2|GATA2$MA0036.3|Gata1$MA0035.3|GATA4$MA0482.2|Gata4$MA0482.1|GATA2$MA0036.2|GATA5$MA0766.1|GATA5$MA0766.2|GATA3$MA0037.3	1642.91	2437.62	3289.37	-2.38	-0.72	0.34	70	29	41	-0.582	-0.592
BATF::JUN$MA0462.1|FOSL1::JUND$MA1142.1|FOS::JUN$MA0099.2|BATF$MA1634.1|FOSL1$MA0477.2|BATF::JUN$MA0462.2|JUNB$MA0490.1|JUND$MA0491.1|BATF3$MA0835.2|FOSL2$MA0478.1|JUN::JUNB$MA1132.1|FOSL1$MA0477.1|BACH2$MA1101.1|NFE2L2$MA0150.1|JUND$MA0491.2|FOS::JUNB$MA1134.1|MAF::NFE2$MA0501.1|JDP2$MA0655.1|BACH1$MA1633.1|FOSB::JUNB$MA1135.1|FOSL2::JUND$MA1144.1|FOS::JUND$MA1141.1|FOSL1::JUN$MA1128.1|FOSL2::JUNB$MA1138.1|JUNB$MA0490.2|FOS::JUN$MA0099.3|FOSL2::JUN$MA1130.1|JUN::FOS$MA0099.1|NFE2L1$MA0089.2|FOS$MA0476.1|FOSL1::JUNB$MA1137.1|NFE2$MA0841.1|Smad2::Smad3$MA1622.1|Bach1::Mafk$MA0591.1|JUN(var.2)$MA0489.1|MAFK$MA0496.3|BACH2$MA1101.2|Nfe2l2$MA0150.2	1826.69	2660.82	3629.21	0.09	1.55	3.79	93	58	35	0.603	0.715
CEBPG$MA0838.1|CEBPA$MA0102.2|CEBPE$MA0837.1|CEBPD$MA0836.1|CEBPB$MA0466.2|Cebpa$MA0102.1	1881.08	2844.75	3614.77	-1.23	-0.13	0.89	119	59	60	-0.061	-0.151
TBP$MA0108.1|TBP$MA0108.2	2428.2	3491.75	4653.6	-3.52	-1.38	-0.08	133	56	77	-0.242	-0.165
MEIS3$MA0775.1|MEIS2$MA0774.1|MEIS1$MA0498.2	668.57	1103.5	1624.87	-0.25	0.88	2.67	81	47	34	0.148	0.302
MYOD1$MA0499.2|NHLH1$MA0048.2|NHLH1$MA0048.1|NEUROG1$MA0623.2|Tcf12$MA0521.1|Ptf1a(var.2)$MA1619.1|MYF5$MA1641.1|BHLHA15(var.2)$MA1472.1|Atoh1$MA0461.2|Myog$MA0500.1|ATOH1(var.2)$MA1467.1|BHLHE22(var.2)$MA1635.1|Myod1$MA0499.1|NEUROD2$MA0668.1|NEUROG2$MA0669.1|Ptf1a$MA1618.1|BHLHE23$MA0817.1|ATOH7$MA1468.1|ASCL1$MA1100.2|Ascl2$MA0816.1|OLIG1$MA0826.1|MYOG$MA0500.2|NEUROG2(var.2)$MA1642.1|MSC$MA0665.1|SNAI3$MA1559.1|TFAP4(var.2)$MA1570.1|Twist2$MA0633.1|BHLHE22$MA0818.1|TCF21(var.2)$MA1568.1|ASCL1$MA1100.1|HAND2$MA1638.1|ASCL1(var.2)$MA1631.1|OLIG2$MA0678.1|TCF12(var.2)$MA1648.1|Neurog1$MA0623.1|OLIG3$MA0827.1|ZBTB18$MA0698.1|FIGLA$MA0820.1|TCF3$MA0522.3|NEUROD1$MA1109.1|TCF4$MA0830.2|Ptf1a(var.3)$MA1620.1|Bhlha15$MA0607.1|Rbpjl$MA1621.1|TWIST1$MA1123.1|SNAI2$MA0745.1|TWIST1$MA1123.2|MYF6$MA0667.1|Tcf3$MA0522.1|TCF4$MA0830.1|TCF3$MA0522.2|Tcf21$MA0832.1|SNAI1$MA1558.1|TFAP4$MA0691.1|ZEB1$MA0103.3|SNAI2$MA0745.2	1467.96	2227.23	2970.06	-0.47	0.59	2.14	115	70	45	0.292	0.383
TFAP2C(var.2)$MA0814.1|TFAP2B(var.2)$MA0812.1|TFAP2A$MA0003.3|TFAP2E$MA1569.1	1016.55	1641.62	2250.52	-1.9	-0.28	0.6	91	40	51	-0.197	-0.261
HOXA1$MA1495.1|Lhx8$MA0705.1|VAX1$MA0722.1|HOXA4$MA1496.1|VAX2$MA0723.1|LHX1$MA1518.1|MEOX2$MA0706.1|HOXC8$MA1505.1|HOXB6$MA1500.1|EN1$MA0027.2|HOXB5$MA0904.2|HOXA7$MA1498.1|Lhx4$MA0704.1|LHX6$MA0658.1|EN2$MA0642.1|HOXD8$MA0910.2|LBX2$MA0699.1|HOXC4$MA1504.1|Hoxb5$MA0904.1|HOXB7$MA1501.1|HOXD4$MA1507.1|GBX1$MA0889.1|HOXB4$MA1499.1|RAX$MA0718.1|HOXA5$MA0158.2|MEOX1$MA0661.1|EVX2$MA0888.1|EVX1$MA0887.1|LHX5$MA1519.1|LHX9$MA0701.2|LHX2$MA0700.1|ARGFX$MA1463.1|PRRX1$MA0716.1|VSX2$MA0726.1|VSX1$MA0725.1|LMX1A$MA0702.2|HOXA6$MA1497.1|Barhl1$MA0877.1|LMX1A$MA0702.1|MSX2$MA0708.1|ISX$MA0654.1|HOXB2$MA0902.2|GSX2$MA0893.2|BSX$MA0876.1|EMX2$MA0886.1|EMX1$MA0612.2|MIXL1$MA0662.1|BARX1$MA0875.1|HOXB8$MA1502.1|LHX2$MA0700.2|Shox2$MA0720.1|Arid3b$MA0601.1|NKX6-1$MA0674.1|HOXD3$MA0912.2|MSX1$MA0666.1|HOXA2$MA0900.1|PDX1$MA0132.2|Msx3$MA0709.1|LHX9$MA0701.1|NOTO$MA0710.1|GBX2$MA0890.1|ESX1$MA0644.1|Dlx2$MA0885.1|HOXB2$MA0902.1|SHOX$MA0630.1|Hoxd3$MA0912.1|Dlx4$MA0881.1|EMX1$MA0612.1|Alx4$MA0853.1|TLX2$MA1577.1|NKX6-2$MA0675.1|PRRX2$MA0075.3|RAX2$MA0717.1|GSX2$MA0893.1|MNX1$MA0707.1|HOXA2$MA0900.2|UNCX$MA0721.1|POU6F1$MA0628.1|DLX6$MA0882.1|Dlx3$MA0880.1|Prrx2$MA0075.2|GSX1$MA0892.1|HOXB3$MA0903.1|DLX5$MA1476.1|mix-a$MA0621.1|Pdx1$MA0132.1|LMX1B$MA0703.2|DRGX$MA1481.1|PAX4$MA0068.2|LMX1B$MA0703.1|LBX1$MA0618.1|Prrx2$MA0075.1|Alx1$MA0854.1|ALX3$MA0634.1|HESX1$MA0894.1|Nobox$MA0125.1|Dlx1$MA0879.1	1019.16	1607.94	2202.72	-2.06	-0.49	0.45	68	24	44	-0.4	-0.477
FOXA1$MA0148.4|FOXP3$MA0850.1|Foxa2$MA0047.2|FOXN3$MA1489.1|FOXD2$MA0847.1|FOXP1$MA0481.2|FOXA3$MA1683.1|FOXD1$MA0031.1|Foxj3$MA0851.1|Foxj2$MA0614.1|FOXB1$MA0845.1|FOXI1$MA0042.2|FOXO4$MA0848.1|Foxl2$MA1607.1|FOXA2$MA0047.3|FOXP2$MA0593.1|FOXC1$MA0032.2|FOXO6$MA0849.1|FOXP1$MA0481.3|Foxf1$MA1606.1|FOXA1$MA0148.1|FOXP1$MA0481.1|FOXA1$MA0148.2|FOXK1$MA0852.2|FOXA1$MA0148.3|FOXL1$MA0033.2|FOXD2$MA0847.2|FOXF2$MA0030.1|Foxk1$MA0852.1|FOXO3$MA0157.2|FOXC2$MA0846.1|FOXK2$MA1103.1|FOXG1$MA0613.1|FOXK2$MA1103.2	1901.47	2794.87	3585.51	-0.81	0.09	1.39	110	60	50	0.172	0.211
TBR1$MA0802.1|TBX2$MA0688.1|TBX4$MA0806.1|EOMES$MA0800.1|MGA$MA0801.1|TBX20$MA0689.1|TBX6$MA1567.1|TBX21$MA0690.1|TBX18$MA1565.1|TBX15$MA0803.1|TBX1$MA0805.1|TBX3$MA1566.1|TBX5$MA0807.1	1626.78	2435.12	3197.63	-0.6	0.1	1.78	105	58	47	0.102	0.236
ZBTB7B$MA0694.1|ZBTB7A$MA0750.1|ZBTB7C$MA0695.1	2442.57	3559.67	4439.3	-0.71	0.18	1.3	125	70	55	0.323	0.06
