id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MA0819.1	CLOCK	14.0	59.0	119.0	-0.17	0.83	2.45	19	12	7	0.38	0.541
MA0730.1	RARA(var.2)	60.0	146.0	242.0	-1.63	0.34	0.7	26	14	12	0.085	-0.477
MA0742.1	Klf12	96.0	215.0	329.1	-0.52	0.29	1.73	31	17	14	0.179	0.206
MA0482.2	GATA4	31.0	94.0	171.0	-0.28	0.54	2.05	22	13	9	0.419	0.446
MA0099.1	JUN::FOS	0.0	29.0	55.0	-1.23	-0.14	0.67	11	5	6	-0.395	-0.12
MA0102.1	Cebpa	9.0	53.0	106.0	-0.38	0.36	1.89	16	10	6	0.494	0.076
MA0108.1	TBP	0.0	32.0	66.0	-1.42	-0.23	0.57	12	5	7	-0.178	-0.117
MA0498.2	MEIS1	0.0	0.0	24.0	0.0	-0.0	0.0	8	5	3	1.603	1.255
MA1100.2	ASCL1	0.0	41.0	83.0	-1.74	-0.33	0.3	14	5	9	-0.334	-0.033
MA0812.1	TFAP2B(var.2)	24.0	75.0	132.0	-1.39	-0.19	0.64	18	9	9	-0.116	-0.294
MA0853.1	Alx4	38.0	106.5	176.0	-0.7	0.12	1.33	21	11	10	0.064	0.045
MA0033.2	FOXL1	0.0	19.0	45.0	-1.46	-0.41	0.31	10	4	6	-0.734	-0.714
MA0805.1	TBX1	14.0	65.0	104.0	-1.07	0.06	1.15	16	9	7	0.095	0.124
MA0075.1	Prrx2	0.0	0.0	27.0	-0.19	-0.0	0.33	7	4	3	0.023	-0.191
MA0912.1	Hoxd3	22.0	74.0	132.1	-1.59	-0.21	0.6	18	8	10	-0.23	-0.135
MA1519.1	LHX5	0.0	0.0	37.0	-1.48	0.0	0.24	9	4	5	-1.794	-0.763
MA0694.1	ZBTB7B	42.0	123.0	220.0	-2.27	-0.54	0.22	25	9	16	-0.52	-0.228
MA0491.1	JUND	0.0	40.0	72.0	-0.61	0.15	1.27	13	7	6	0.047	0.246
MA0148.2	FOXA1	3.0	42.5	80.5	-0.44	0.49	1.93	15	8	7	0.591	0.434
MA0475.2	FLI1	22.0	81.0	159.0	0.59	2.02	3.93	27	20	7	0.724	0.999
MA0100.2	Myb	31.0	101.0	161.0	-0.9	0.05	1.01	20	10	10	0.035	-0.033
MA0670.1	NFIA	2.0	48.0	90.0	-1.52	-0.3	0.55	15	6	9	-0.046	-0.376
MA1635.1	BHLHE22(var.2)	0.0	31.0	67.0	-1.91	-0.51	0.23	13	5	8	-0.051	-0.294
MA1573.1	THAP11	30.0	94.0	169.0	-0.38	0.34	1.76	21	13	8	0.151	0.407
MA0765.1	ETV5	17.0	63.0	135.0	0.12	1.17	2.77	21	15	6	0.806	0.779
MA0877.2	BARHL1	0.0	22.0	48.0	-0.41	0.24	1.2	10	5	5	0.126	0.35
MA0141.2	Esrrb	19.0	66.0	123.0	-0.21	0.4	2.07	18	12	6	0.178	-0.111
MA0104.1	Mycn	0.0	0.0	34.0	0.0	0.0	0.0	8	4	4	-0.132	0.097
MA1587.1	ZNF135	17.0	65.0	125.0	-0.43	0.43	1.76	18	11	7	0.893	0.371
MA0512.1	Rxra	0.0	13.0	37.0	-2.79	-1.64	0.0	13	4	9	-0.9	-1.089
MA0119.1	NFIC::TLX1	32.0	100.0	154.0	-1.17	-0.07	0.84	20	9	11	-0.437	-0.014
MA0904.1	Hoxb5	49.0	129.0	215.0	-1.55	-0.26	0.48	24	11	13	-0.132	-0.176
MA0597.1	THAP1	31.0	106.0	174.0	-1.44	-0.13	0.7	21	7	14	-0.067	0.095
MA0471.1	E2F6	8.0	40.0	95.0	0.48	1.82	3.37	20	14	6	1.081	1.403
MA0844.1	XBP1	43.0	128.0	234.0	0.04	0.85	2.72	27	19	8	0.476	0.233
MA1466.1	ATF6	44.0	125.0	200.0	-0.74	0.16	1.35	23	13	10	0.045	0.189
MA0895.1	HMBOX1	24.0	85.0	134.0	-1.1	-0.01	0.95	18	8	10	-0.09	0.059
MA0679.1	ONECUT1	35.0	112.0	173.0	-1.15	-0.04	0.9	21	9	12	-0.02	0.009
MA0051.1	IRF2	35.0	107.0	174.5	-0.68	0.11	1.17	21	11	10	0.008	0.195
MA0059.1	MAX::MYC	2.0	29.0	72.0	-0.1	1.36	2.74	16	11	5	1.263	1.338
MA0162.2	EGR1	36.0	99.0	173.0	-0.38	0.43	1.87	22	13	9	0.391	0.372
MA0761.1	ETV1	17.0	64.0	136.0	0.34	1.61	3.37	23	17	6	1.005	1.013
MA0796.1	TGIF1	11.0	60.0	109.0	-0.68	0.17	1.42	16	8	8	0.065	0.345
MA0090.1	TEAD1	25.0	84.0	151.0	-1.96	-0.36	0.28	20	7	13	-0.491	-0.318
MA0037.3	GATA3	23.0	71.5	125.0	-0.56	0.27	1.51	18	11	7	0.425	0.103
MA0145.3	TFCP2	14.0	68.0	110.0	-0.97	-0.0	1.08	16	8	8	0.102	-0.177
MA0781.1	PAX9	33.0	97.0	165.0	-0.32	0.28	1.65	21	14	7	0.568	0.294
MA0036.2	GATA2	73.0	162.0	270.0	-0.39	0.46	1.81	28	16	12	0.333	0.159
MA0803.1	TBX15	14.0	63.5	109.0	-0.86	0.09	1.11	16	8	8	0.047	0.216
MA0818.1	BHLHE22	21.0	82.0	133.0	-0.95	0.06	1.07	18	9	9	0.053	0.112
MA0048.2	NHLH1	22.0	70.0	137.0	-1.89	-0.5	0.33	19	8	11	-0.367	-0.263
MA0904.2	HOXB5	0.0	22.0	45.0	-1.32	-0.24	0.27	10	4	6	-1.097	-0.421
MA0481.1	FOXP1	20.0	70.0	130.1	-1.59	-0.3	0.38	18	7	11	-0.285	-0.257
MA0750.2	ZBTB7A	98.0	213.0	329.0	-0.44	0.31	1.67	31	17	14	0.207	0.256
MA0846.1	FOXC2	2.9	58.0	98.0	-1.13	0.04	1.16	15	9	6	0.233	-0.177
MA0679.2	ONECUT1	27.0	89.0	154.0	-1.45	-0.26	0.56	20	9	11	-0.096	-0.137
MA1130.1	FOSL2::JUN	17.0	61.0	113.0	-1.73	-0.33	0.59	17	8	9	-0.089	-0.181
MA0068.2	PAX4	0.0	0.0	29.0	-0.18	-0.0	0.14	7	4	3	0.264	-0.164
MA0881.1	Dlx4	0.0	26.5	50.0	-0.58	0.04	0.94	10	6	4	0.226	-0.117
MA0075.3	PRRX2	0.0	0.0	32.0	0.0	0.0	0.0	8	3	5	-0.569	-0.545
MA0747.1	SP8	22.0	75.0	152.1	0.09	1.02	2.81	22	16	6	0.854	0.714
MA0620.1	Mitf	0.0	47.0	88.0	-0.77	0.14	1.23	14	7	7	0.045	0.062
MA0032.1	FOXC1	0.0	57.5	100.5	-1.13	0.05	0.82	15	8	7	0.139	0.03
MA0511.2	RUNX2	0.0	31.0	57.0	-0.61	0.07	1.13	11	7	4	0.445	0.095
MA0761.2	ETV1	35.0	109.0	209.0	0.18	1.49	3.28	28	19	9	0.301	0.626
MA0800.1	EOMES	31.0	91.0	165.0	-0.83	-0.22	1.36	20	8	12	-0.222	0.355
MA1633.1	BACH1	19.0	66.0	119.0	-1.4	-0.21	0.58	17	7	10	-0.07	-0.228
MA0102.4	CEBPA	29.0	99.0	162.0	-1.21	-0.08	0.8	20	8	12	-0.091	-0.024
MA0707.1	MNX1	0.0	0.0	40.0	-0.8	-0.0	0.44	9	5	4	0.45	-0.282
MA0032.2	FOXC1	13.0	67.0	107.0	-0.86	0.02	1.17	16	10	6	0.108	-0.29
