id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MA0819.1	CLOCK	6774.3	8914.0	11234.6	-0.08	1.17	3.07	204	113	91	0.21	0.19
MA0730.1	RARA(var.2)	8504.8	10988.0	13935.4	-5.77	-2.76	-0.81	239	98	141	-0.357	-0.459
MA0742.1	Klf12	28644.3	34397.5	38590.4	-0.39	0.25	1.64	377	201	176	0.117	-0.002
MA0482.2	GATA4	20371.6	24763.5	28558.7	-0.4	0.34	1.79	322	171	151	0.073	0.059
MA0099.1	JUN::FOS	7586.0	9774.5	11970.2	-2.18	-0.52	0.61	206	101	105	-0.016	-0.199
MA0102.1	Cebpa	17518.5	21464.0	24614.1	-1.25	0.18	0.78	297	152	145	0.041	-0.059
MA0108.1	TBP	39800.0	46735.5	54370.0	0.24	2.26	4.97	468	253	215	0.166	0.269
MA0498.2	MEIS1	8034.6	10701.5	12646.2	-1.23	-0.07	0.88	208	100	108	-0.054	-0.0
MA1100.2	ASCL1	5169.8	6810.0	8727.0	-0.15	1.36	3.37	181	100	81	0.152	0.277
MA0812.1	TFAP2B(var.2)	4643.0	6368.5	7857.0	-1.53	-0.22	0.26	163	72	91	-0.142	-0.013
MA0853.1	Alx4	21874.2	26445.0	31378.6	-3.4	-1.34	0.05	347	159	188	-0.124	-0.205
MA0033.2	FOXL1	7957.3	10500.0	13081.3	-2.49	-0.73	-0.01	216	95	121	-0.195	-0.183
MA0805.1	TBX1	8950.3	11547.5	14427.5	-3.42	-1.37	0.54	233	108	125	-0.23	-0.33
MA0075.1	Prrx2	19590.8	24123.0	28607.4	0.05	1.27	3.7	331	181	150	0.15	0.268
MA0912.1	Hoxd3	24553.2	29470.0	34361.5	-2.71	-0.9	0.08	360	166	194	-0.193	-0.155
MA1519.1	LHX5	20330.4	25425.0	28879.8	-1.14	-0.06	0.76	320	156	164	-0.082	-0.025
MA0694.1	ZBTB7B	17058.2	21674.0	24519.1	-0.92	-0.0	1.02	294	146	148	-0.008	0.05
MA0491.1	JUND	13831.4	17805.5	20310.5	-0.86	0.06	1.11	268	139	129	0.113	-0.021
MA0148.2	FOXA1	8185.4	10638.5	12857.0	-1.6	0.27	0.79	211	108	103	0.071	-0.088
MA0475.2	FLI1	8515.4	11127.5	13161.2	-1.24	0.12	0.77	213	110	103	0.083	-0.108
MA0100.2	Myb	4595.7	6451.0	7964.6	-0.68	-0.15	1.31	163	80	83	-0.038	0.042
