	5% p-val	5% stats	95% p-val	95% stats	Median p-val	Median stats
ARNT::HIF1A$MA0259.1|BHLHE41$MA0636.1|TFEB$MA0692.1|MAX::MYC$MA0059.1|TFEC$MA0871.1|USF2$MA0526.1|TFE3$MA0831.2|HES2$MA0616.2|USF2$MA0526.3|HES7$MA0822.1|Mitf$MA0620.1|HES5$MA0821.1|BHLHE40$MA0464.2|USF1$MA0093.3|MITF$MA0620.3|Bhlhe40$MA0464.1|HIF1A$MA1106.1|HEY1$MA0823.1|USF1$MA0093.2|Creb3l2$MA0608.1|TFEC$MA0871.2|HEY2$MA0649.1|TFE3$MA0831.1|Srebf1(var.2)$MA0829.1|MLX$MA0663.1|SOHLH2$MA1560.1|MITF$MA0620.2|Arnt$MA0004.1|SREBF2(var.2)$MA0828.1|Hes1$MA1099.1|HES6$MA1493.1|SREBF1(var.2)$MA0829.2|ARNT2$MA1464.1|MYC$MA0147.3|Mlxip$MA0622.1|MAX$MA0058.3|MYCN$MA0104.4|Mycn$MA0104.3|CLOCK$MA0819.1|Arntl$MA0603.1|MLXIPL$MA0664.1|Mycn$MA0104.1|Mycn$MA0104.2|Myc$MA0147.1|MAX$MA0058.1|HES1$MA1099.2|USF2$MA0526.2|USF1$MA0093.1|Npas2$MA0626.1|MNT$MA0825.1|MXI1$MA1108.1	-0.6766812883426123	134888.72401960782	2.04529517542529	173152.2720588235	0.4621421332809775	153423.71568627452
RARA(var.2)$MA0730.1|Rarb(var.2)$MA0858.1	-2.288186190683322	184909.47499999998	0.37737132930909845	233127.6375	-0.551640715286449	208233.5
Klf1$MA0493.1|Klf12$MA0742.1|SP3$MA0746.2|KLF9$MA1107.1|KLF10$MA1511.1|SP1$MA0079.4|SP4$MA0685.1|KLF9$MA1107.2|SP8$MA0747.1|SP3$MA0746.1|KLF2$MA1515.1|KLF14$MA0740.1|KLF11$MA1512.1|KLF16$MA0741.1|KLF4$MA0039.4|KLF5$MA0599.1|KLF4$MA0039.3|KLF6$MA1517.1|Klf4$MA0039.2|KLF3$MA1516.1|SP9$MA1564.1	-0.6117411294760513	160807.73333333337	1.5989009565481045	204214.29880952378	0.22325468951283053	181856.27380952382
GATA3$MA0037.2|Gata1$MA0035.2|Gata4$MA0482.1|GATA2$MA0036.3|Gata1$MA0035.3|GATA3$MA0037.3|GATA5$MA0766.2|GATA4$MA0482.2|GATA5$MA0766.1|GATA6$MA1104.2|GATA6$MA1104.1|GATA2$MA0036.2	-2.098161920473109	95249.94166666667	0.4775439560213297	125486.1708333333	-0.5812451296734977	110144.5625
FOSL1::JUND$MA1142.1|BATF::JUN$MA0462.2|BATF3$MA0835.2|BATF$MA1634.1|JUNB$MA0490.2|FOSB::JUNB$MA1135.1|FOSL2::JUNB$MA1138.1|FOSL1$MA0477.2|Smad2::Smad3$MA1622.1|BATF::JUN$MA0462.1|FOS::JUN$MA0099.2|JUND$MA0491.2|FOS::JUN$MA0099.3|FOS::JUNB$MA1134.1|FOSL2::JUND$MA1144.1|FOSL2::JUN$MA1130.1|FOS$MA0476.1|JUND$MA0491.1|JDP2$MA0655.1|FOSL1::JUNB$MA1137.1|JUNB$MA0490.1|JUN::JUNB$MA1132.1|FOSL1::JUN$MA1128.1|JUN(var.2)$MA0489.1|JUN::FOS$MA0099.1|FOS::JUND$MA1141.1|FOSL2$MA0478.1|FOSL1$MA0477.1|NFE2$MA0841.1|BACH2$MA1101.2	4.051816906885429	97410.56250000003	11.823729995824886	129485.95499999999	7.488191734932316	112541.14166666666
CEBPG$MA0838.1|CEBPE$MA0837.1|CEBPD$MA0836.1|CEBPA$MA0102.3|CEBPB$MA0466.2|CEBPD$MA0836.2|CEBPA$MA0102.2|CEBPB$MA0466.1|ATF4$MA0833.2|CEBPA$MA0102.4|ATF4$MA0833.1|Cebpa$MA0102.1|CEBPG(var.2)$MA1636.1	0.9245327156787173	116990.45192307692	5.621996934211792	153768.31923076924	2.773930165639951	134611.84615384616
TBP$MA0108.2|TBP$MA0108.1	-0.6952434555079736	194105.65	1.3963392656795417	242907.8375	-0.005371010457216132	218508.875
MEIS2$MA0774.1|MEIS1$MA0498.2|MEIS3$MA0775.1	-1.0400130190090577	53272.341666666674	1.0270336341825501	73001.05833333333	-0.03194237737316369	62660.583333333336
Myog$MA0500.1|Tcf12$MA0521.1|Myod1$MA0499.1|ASCL1$MA1100.1|MSC$MA0665.1|Tcf3$MA0522.1|ATOH1(var.2)$MA1467.1|MYF5$MA1641.1|MYOG$MA0500.2|Tcf21$MA0832.1|Ptf1a(var.2)$MA1619.1|Ascl2$MA0816.1|MYF6$MA0667.1|BHLHE22(var.2)$MA1635.1|ASCL1$MA1100.2|NHLH1$MA0048.1|BHLHA15(var.2)$MA1472.1|NHLH1$MA0048.2	-1.9426220033759785	103340.50416666668	0.45925096901443585	134562.69444444444	-0.42469503459819286	118472.15277777778
TFAP2A$MA0003.3|TFAP2B(var.2)$MA0812.1|TFAP2C(var.2)$MA0814.1|TFAP2E$MA1569.1|TFAP2A$MA0003.4|TFAP2C(var.2)$MA0814.2	-0.4538687785468256	122218.8	1.4610220278838557	157625.625	0.25807014535374345	139809.66666666666
BSX$MA0876.1|PAX4$MA0068.2|MSX1$MA0666.1|BARX1$MA0875.1|MNX1$MA0707.1|mix-a$MA0621.1|MSX2$MA0708.1|LHX1$MA1518.1|LMX1B$MA0703.1|LHX2$MA0700.1|GSX2$MA0893.1|TLX2$MA1577.1|HOXB8$MA1502.1|VAX1$MA0722.1|LMX1B$MA0703.2|LBX1$MA0618.1|HOXD8$MA0910.2|ALX3$MA0634.1|GBX2$MA0890.1|Msx3$MA0709.1|LBX2$MA0699.1|Dlx1$MA0879.1|Lhx8$MA0705.1|LHX5$MA1519.1|HESX1$MA0894.1|ESX1$MA0644.1|HOXB6$MA1500.1|NOTO$MA0710.1|PDX1$MA0132.2|GSX1$MA0892.1|EN1$MA0027.2|EMX1$MA0612.1|MIXL1$MA0662.1|ARGFX$MA1463.1|Shox2$MA0720.1|HOXA7$MA1498.1|PRRX2$MA0075.3|EMX2$MA0886.1|RAX$MA0718.1|LHX2$MA0700.2|LHX9$MA0701.1|HOXD4$MA1507.1|EN2$MA0642.1|LMX1A$MA0702.1|Dlx4$MA0881.1|HOXA2$MA0900.2|EVX1$MA0887.1|RAX2$MA0717.1|Alx1$MA0854.1|HOXB4$MA1499.1|HOXA6$MA1497.1|MEOX2$MA0706.1|HOXB7$MA1501.1|VSX1$MA0725.1|DLX6$MA0882.1|Pdx1$MA0132.1|Prrx2$MA0075.2|GSX2$MA0893.2|HOXB5$MA0904.2|MEOX1$MA0661.1|SHOX$MA0630.1|Alx4$MA0853.1|EMX1$MA0612.2|ISX$MA0654.1|HOXB2$MA0902.2|HOXB3$MA0903.1|VAX2$MA0723.1|Lhx4$MA0704.1|LHX9$MA0701.2|Prrx2$MA0075.1|HOXB2$MA0902.1|Dlx2$MA0885.1|HOXD3$MA0912.2|EVX2$MA0888.1|HOXA2$MA0900.1|LHX6$MA0658.1|HOXA4$MA1496.1|Nobox$MA0125.1|NKX6-2$MA0675.1|HOXC8$MA1505.1|HOXA1$MA1495.1|VSX2$MA0726.1|UNCX$MA0721.1|POU6F1$MA0628.1|PRRX1$MA0716.1|GBX1$MA0889.1|DRGX$MA1481.1|LMX1A$MA0702.2|Dlx3$MA0880.1|NKX6-1$MA0674.1|HOXC4$MA1504.1|HOXA5$MA0158.2|DLX5$MA1476.1	-1.3496474114468915	63028.775806451624	0.795277909205909	84860.39059139787	-0.1762046501864335	73540.48655913978
Foxo1$MA0480.1|Foxl2$MA1607.1|FOXL1$MA0033.2|FOXD2$MA0847.1|Foxf1$MA1606.1|FOXK2$MA1103.1|FOXK2$MA1103.2|FOXG1$MA0613.1|FOXP1$MA0481.2|FOXP3$MA0850.1|FOXD1$MA0031.1|FOXO6$MA0849.1|FOXI1$MA0042.2|FOXA2$MA0047.3|FOXN3$MA1489.1|FOXA1$MA0148.4|FOXA3$MA1683.1|FOXK1$MA0852.2|FOXP1$MA0481.3|Foxj2$MA0614.1|FOXO3$MA0157.2|FOXP2$MA0593.1|FOXO4$MA0848.1	-1.3530681461267398	78679.08913043478	0.9394206254116567	103959.54782608696	-0.08234180070277734	90820.03260869565
TBX5$MA0807.1|TBX15$MA0803.1|TBX4$MA0806.1|MGA$MA0801.1|TBX1$MA0805.1|TBX21$MA0690.1|TBX2$MA0688.1|EOMES$MA0800.1|TBR1$MA0802.1|TBX6$MA1567.1|TBX3$MA1566.1|TBX20$MA0689.1|TBX18$MA1565.1	-3.4602094201605933	98594.12884615385	0.024588161757799352	130278.47115384614	-1.2766222699470822	113900.15384615384
Hoxd3$MA0912.1|Hoxb5$MA0904.1	-0.617772107535227	174510.58750000002	1.4597186158531112	222012.3	0.32911585911776625	197171.75
ZBTB7B$MA0694.1|ZBTB7C$MA0695.1|ZBTB7A$MA0750.1	-3.0266407065939327	149029.35	-0.11896696244605615	191446.59166666667	-1.1439521371691876	170525.25
FOXA1$MA0148.2|FOXA1$MA0148.1|FOXA1$MA0148.3|Foxa2$MA0047.2	-0.45969830706166026	108551.975	1.7791332981154793	140648.2125	0.34192602818576656	124256.3125
Spi1$MA0080.3|SPIB$MA0081.2|SPI1$MA0080.5|EHF$MA0598.3|ELF1$MA0473.1|SPI1$MA0080.4|ETV5$MA0765.2|ELF1$MA0473.3|SPIC$MA0687.1|ETV6$MA0645.1|GABPA$MA0062.3|ETV1$MA0761.2|ELF3$MA0640.2|SPI1$MA0080.2|Ets1$MA0098.2|Erg$MA0474.1|ELF5$MA0136.2|Gabpa$MA0062.2|FLI1$MA0475.1|ETV4$MA0764.2|ELK4$MA0076.2|ETV5$MA0765.1|IKZF1$MA1508.1|ZBTB7A$MA0750.2|ELK3$MA0759.1|FEV$MA0156.2|ERG$MA0474.2|ELK1$MA0028.2|GABPA$MA0062.1|ETS1$MA0098.3|ETV1$MA0761.1|ETV4$MA0764.1|ERF$MA0760.1|ELF4$MA0641.1|EHF$MA0598.1|FEV$MA0156.1|FLI1$MA0475.2|ELF2$MA1483.1|ELF1$MA0473.2|ETV3$MA0763.1|ELF5$MA0136.1|EHF$MA0598.2|ETS2$MA1484.1|ETV2$MA0762.1|ELF3$MA0640.1|ELK4$MA0076.1	68.70713307836834	69759.56521739133	87.91309299828814	96169.83967391303	78.14390339605553	82403.31521739131
NFIA$MA0670.1|NFIC$MA0161.1|NFIX$MA0671.1	-0.7065393668608673	54064.11666666666	1.831437584799237	74130.99166666665	0.4983155560563546	63749.5
