id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MA0819.1	CLOCK	20132.5	25488.5	29410.1	-1.22	0.08	0.82	321	161	160	0.017	-0.02
MA0730.1	RARA(var.2)	24240.4	30019.0	33923.1	-0.8	0.07	1.18	348	178	170	0.015	-0.017
MA0742.1	Klf12	41122.4	48856.5	55322.5	-0.62	0.18	1.4	447	229	218	0.054	0.031
MA0482.2	GATA4	24666.0	30837.5	34933.4	-0.97	-0.04	1.03	352	174	178	-0.021	0.032
MA0099.1	JUN::FOS	6270.3	8451.5	10845.9	3.18	5.94	9.67	231	146	85	0.604	0.72
MA0102.1	Cebpa	15039.6	19274.0	22640.2	-0.63	0.21	1.54	282	141	141	0.005	0.044
MA0108.1	TBP	35763.8	42917.0	48713.0	-1.59	-0.31	0.47	422	202	220	-0.028	-0.036
MA0498.2	MEIS1	7802.6	10358.5	12609.7	-0.86	-0.32	1.76	209	100	109	-0.018	0.124
MA1100.2	ASCL1	10452.0	13432.0	16738.1	0.08	1.03	3.02	247	139	108	0.164	0.186
MA0812.1	TFAP2B(var.2)	13686.1	17440.0	20824.6	-1.74	-0.3	0.44	270	130	140	-0.019	-0.082
MA0853.1	Alx4	36218.3	44193.0	49044.1	-0.87	-0.03	1.06	421	209	212	-0.042	0.016
MA0033.2	FOXL1	6947.8	9225.5	11403.8	-1.63	0.23	0.69	196	98	98	0.01	-0.056
MA0805.1	TBX1	14697.6	18449.5	21252.4	-0.76	0.11	1.23	274	145	129	0.085	0.01
MA0075.1	Prrx2	1646.4	2435.5	3337.8	-2.31	-0.68	0.29	106	48	58	-0.023	-0.244
MA0912.1	Hoxd3	37759.6	46017.5	51170.2	-1.16	0.08	0.86	431	221	210	0.043	-0.015
MA1519.1	LHX5	8065.4	10617.0	13188.4	-2.28	-0.64	0.26	216	100	116	-0.11	-0.133
MA0694.1	ZBTB7B	30111.0	36482.5	40967.5	-1.29	-0.16	0.73	386	185	201	-0.036	0.011
MA0491.1	JUND	16642.4	20609.0	25447.9	1.48	3.95	7.41	330	189	141	0.319	0.499
MA0148.2	FOXA1	18729.7	23562.5	28059.6	-0.56	0.56	2.23	318	161	157	0.02	0.122
MA0475.2	FLI1	21696.6	26315.5	31695.7	14.74	20.51	26.53	462	326	136	0.831	0.952
MA0100.2	Myb	13148.0	16765.5	20497.1	0.72	2.37	5.12	288	175	113	0.334	0.303
MA0670.1	NFIA	11105.0	14568.0	17087.0	-1.02	-0.04	1.18	242	115	127	-0.032	0.097
MA1635.1	BHLHE22(var.2)	11748.9	15284.0	17746.6	-0.85	-0.09	1.2	249	120	129	-0.012	0.112
