	5% p-val	5% stats	95% p-val	95% stats	Median p-val	Median stats
Arnt|Mlxip|Id2|MLX|TFEC|Hes2|CLOCK|HEY2|MXI1|USF1|HEY1|HES5|Hes1|BHLHE40|MNT|MYCN|MAX::MYC|Npas2|Arntl|TFE3|USF2|MAX|HES7|MLXIPL|TFEB|MYC	-1.0470110699600579	126.08942307692307	1.2369215573253562	428.46730769230766	0.06205970389916122	252.35576923076923
RARA(var.2)|Rarb(var.2)	-0.9972030246424909	24.0	1.1241839795508377	132.02499999999998	-0.026296140399618	63.5
Klf12	-0.8102945320741274	147.0	1.1417810173528888	465.04999999999995	0.13355118214037642	284.5
MEIS2|MEIS3|MEIS1	-0.8595517071715197	77.98333333333333	1.4867933428877358	313.04999999999995	0.18450792812769634	173.33333333333334
TFAP2C(var.2)|TFAP2B(var.2)|TFAP2A	-0.047738150957050085	157.625	2.3053429695935086	528.5749999999999	0.6613492746726585	321.5833333333333
EVX2|Hoxd3|HOXD11|Msx3|MIXL1|MSX2|BSX|Hoxa11|Shox2|Arx|BARHL2|POU4F2|UNCX|Hoxd9|Lhx8|PAX4|NOTO|mix-a|Alx1|POU4F3|HOXB3|LHX2|GSX2|NKX6-2|GBX1|EVX1|Dlx4|GBX2|VAX1|PDX1|HOXC12|LHX9|HOXD13|HNF1B|HESX1|POU4F1|Hoxb5|MEOX2|ESX1|LBX1|POU6F1|HOXA2|HOXD12|HOXA10|RAX2|NKX6-1|Lhx4|HOXC11|HNF1A|GSX1|MEOX1|ALX3|Alx4|HOXB13|Barhl1|Dlx1|PRRX1|Dlx2|HOXA13|Nobox|CDX1|Lhx3|VSX2|DLX6|EN1|RAX|ISL2|Hoxd8|ISX|CDX2|LMX1B|LHX6|EMX1|MNX1|BARX1|EMX2|Prrx2|HOXC10|VAX2|Dlx3|LMX1A|SHOX|HOXB2|MSX1|EN2|VSX1|LBX2	-1.417690901164175	34.80775862068963	0.8734735638072986	182.51494252873553	-0.17131461023312453	91.5316091954023
FOXL1|FOXD2|FOXP2|FOXI1|FOXK2|Foxo1|FOXP1|FOXK1|FOXO6|FOXO4|FOXD1|FOXO3|Foxj3|Foxj2	-0.6934137099181739	40.417857142857144	1.689522782904781	191.7428571428571	0.3958314392370221	97.67857142857143
TBR1|TBX1|MGA|TBX2|TBX21|TBX5|TBX20|TBX15|EOMES|TBX4	-0.17364608020843592	102.38000000000002	3.117301260004427	393.92749999999995	1.2827638356238495	220.3
ZBTB7C|ZBTB7B	-0.647603475608225	228.95	1.477342212950615	669.525	0.24323448558923771	418.5
FOSL2::JUNB|FOS::JUN|FOS|JUNB|FOSL2|JUN(var.2)|NFE2|FOSL1::JUNB|FOS::JUNB|FOS::JUND|FOSL1|JDP2|FOSL2::JUN|FOSL1::JUN|FOSL1::JUND|JUND|JUN::JUNB|FOSL2::JUND|BATF::JUN|FOSB::JUNB	-0.6568466580898226	120.81999999999998	1.6390225932058236	416.3037499999999	0.24468986351343486	242.275
ELF5|ELK3|ERG|ELF4|ELF3|ETV3|ZBTB7A|ETV5|ETS1|Gabpa|ETV4|ELK4|ERF|ETV1|EHF|ELK1|ELF1|SPDEF|ETV2|FLI1|ETV6|FEV	-1.203027862053685	97.73863636363639	0.8431753871657819	350.11022727272723	-0.08128046937991111	200.45454545454547
NFIC::TLX1	-0.579703813859787	58.0	1.5931661206177443	240.04999999999995	0.1745998093753083	125.0
E2F6|TFDP1|E2F4	-0.6114026710915433	146.3166666666667	1.6984905363857756	498.68333333333334	0.3992419141674565	297.3333333333333
CREB3|CREB3L1|XBP1	-1.6377718278399591	170.98333333333335	0.47897901284991	535.2416666666667	-0.31286001748705883	324.5
ONECUT1|ONECUT3|PAX3|ONECUT2|PAX7	-1.249325628958119	40.980000000000004	0.9022416141065992	189.42	-0.0886431661091989	97.6
TGIF1|PKNOX1|PKNOX2|TGIF2	-0.36228652074476925	48.475	1.965877834600851	217.03749999999997	0.527317075560457	112.625
Gata1|GATA3|GATA5|GATA2|Gata4|GATA6	-0.476794212281747	35.98333333333333	1.646030198971209	188.6833333333333	0.3399692072916202	94.66666666666667
TFCP2|GRHL1	-0.8462312045387445	74.475	1.076612701509966	306.07499999999993	-0.027586028758378768	167.5
PAX9|PAX1	-0.7609565631833253	124.0	1.2363796691261486	422.525	-0.054677001828207505	241.0
OLIG2|OLIG3|BHLHE22|NEUROD1|Neurog1|NEUROD2|TWIST1|TAL1::TCF3|OLIG1|Bhlha15|NEUROG2|Atoh1|BHLHE23	-0.39734932766814585	97.09807692307693	2.124567378791601	367.5903846153846	0.5932443680439723	208.90384615384616
Ascl2|ASCL1|Myod1|Myog|NHLH1|Tcf12	-0.20344015217270592	187.47916666666666	2.3602645208366	586.7041666666665	0.719397962502239	359.2083333333333
FOXB1|FOXC2|FOXC1	-0.3031021982624153	42.31666666666667	2.1682481955018384	210.01666666666665	0.6929284295729792	107.0
SP8|KLF16|SP3	-0.3658760543425041	173.63333333333333	2.6603098291015903	574.7499999999999	0.9846792202399213	336.8333333333333
RUNX3|RUNX2	-0.9823883435371752	101.2125	1.0482143385152998	370.525	-0.03787915303327122	212.5
TFAP2A(var.2)|TFAP2B|TFAP2C	0.4907850948808659	172.15	4.322091000923504	597.9499999999999	2.018332850344352	349.4166666666667
TEAD1|TEAD4|TEAD3|TEAD2	-0.8521733296106238	79.5	1.5192268382275096	319.775	0.2713150046330519	177.5625
Stat4|STAT3|Stat5a::Stat5b|STAT1	-0.22380589940626633	41.4875	2.4203665171130186	210.54999999999995	0.7708582374196847	107.75
PPARG1/2	-0.08502002579833426	125.0	2.215813636447517	450.04999999999995	0.6229365051855689	262.5
CUX1|CUX2	-0.2620074046984728	83.0	2.2467623388860405	334.56249999999994	0.6084119900498133	185.5
NR1H2::RXRA|RXRB|Esrrg|RORA|NR2F2|NR4A2|Nr2f6|Pparg::Rxra|Rxra|Nuclear|Esrra|HNF4G|ESRRB|NR4A1|NR2F1|PPARA::RXRA|NR2C2|RXRG	-1.2225038996498192	107.31666666666668	1.1603561307574952	362.9763888888889	-0.0726685495834976	213.0
MEF2A|MEF2B|MEF2D	-1.129416698512687	9.666666666666666	0.9450938992042843	83.54166666666663	0.03386572967132554	34.333333333333336
Crem|GMEB2	-1.739731364420086	52.0	0.556143492062276	230.54999999999995	-0.2897485422317309	120.5
Sox17|SOX15|SOX13|SOX9|SRY	-1.5375226045050217	105.36999999999998	0.802190537933922	367.6449999999999	-0.2300725122972164	209.15
PBX2|PBX3	-2.148385876712804	172.13750000000002	0.4023104432481324	578.5	-0.5694444662109113	341.625
ATF7|JUNB(var.2)|JUN|FOS::JUN(var.2)|JUN::JUNB(var.2)|FOSL1::JUND(var.2)|FOSL1::JUN(var.2)|FOSL2::JUN(var.2)|JUND(var.2)|JDP2(var.2)|CREB1|FOSL2::JUNB(var.2)|FOSB::JUNB(var.2)|FOSB::JUN|Creb5|FOSL2::JUND(var.2)	-1.3440760606195743	134.90468750000002	0.9142291962215379	440.04375000000005	-0.19474119085206143	260.578125
