id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MA0819.1	CLOCK	15547.8	19775.5	23185.3	-0.56	0.28	1.72	287	146	141	0.066	0.085
MA0730.1	RARA(var.2)	20384.6	25193.0	29468.6	-0.47	0.41	1.91	326	168	158	0.054	0.072
MA0742.1	Klf12	28463.2	34556.5	40988.2	-0.12	0.82	2.59	388	208	180	0.098	0.129
MA0482.2	GATA4	16957.7	21158.0	25006.2	-0.71	0.19	1.42	295	152	143	0.047	-0.0
MA0099.1	JUN::FOS	8259.0	10844.5	14014.5	1.93	4.47	8.15	249	150	99	0.52	0.556
MA0102.1	Cebpa	11666.2	14948.0	18383.7	-3.36	-1.2	-0.07	262	117	145	-0.136	-0.181
MA0108.1	TBP	26167.7	31903.0	37864.2	-3.9	-1.61	-0.28	383	168	215	-0.134	-0.141
MA0498.2	MEIS1	6958.0	9162.5	11583.5	0.01	0.64	2.44	201	113	88	0.108	0.11
MA1100.2	ASCL1	10521.5	13531.5	16312.5	-0.45	0.29	1.63	238	124	114	0.059	0.042
MA0812.1	TFAP2B(var.2)	12959.9	16641.5	19809.8	-0.16	0.31	1.6	264	145	119	0.067	0.008
MA0853.1	Alx4	31235.9	38264.0	42892.8	-1.28	-0.07	0.79	393	195	198	-0.003	-0.007
MA0033.2	FOXL1	4899.2	6833.0	8473.8	-1.54	-0.23	0.61	169	83	86	-0.011	-0.125
MA0805.1	TBX1	7252.2	9514.5	12102.6	0.24	1.55	3.94	214	125	89	0.224	0.285
MA0075.1	Prrx2	1581.9	2370.0	3301.6	-2.45	-0.73	0.05	105	45	60	-0.326	-0.276
MA0912.1	Hoxd3	31556.2	38568.0	43738.7	-0.76	0.13	1.25	396	204	192	0.029	-0.004
MA1519.1	LHX5	5691.5	7597.0	9651.4	-3.68	-1.51	0.24	192	87	105	-0.11	-0.292
MA0694.1	ZBTB7B	20391.1	25081.0	29975.6	-0.29	0.77	2.6	331	173	158	0.051	0.148
MA0491.1	JUND	12116.3	15402.0	18886.4	1.87	4.32	7.74	291	170	121	0.358	0.622
MA0148.2	FOXA1	14884.7	18793.0	23035.4	-2.67	-0.89	0.05	289	132	157	-0.149	-0.106
MA0475.2	FLI1	14598.1	18456.5	22815.6	12.62	17.56	23.26	388	271	117	0.841	1.022
MA0100.2	Myb	12680.2	16034.0	19708.4	-0.02	1.02	2.87	269	148	121	0.128	0.189
MA0670.1	NFIA	11216.2	14280.0	17527.5	-2.76	-0.82	0.04	252	114	138	-0.072	-0.117
MA1635.1	BHLHE22(var.2)	9695.3	13165.5	15480.7	-0.95	-0.0	1.0	229	110	119	-0.011	0.044
MA1573.1	THAP11	32083.0	38353.5	44743.4	-2.53	-0.8	0.38	408	196	212	-0.048	-0.142
MA0765.1	ETV5	19930.4	24454.5	29874.6	9.09	13.89	19.08	416	278	138	0.56	0.713
MA0877.2	BARHL1	12297.3	15493.5	18769.1	-1.9	-0.44	0.38	257	122	135	-0.051	-0.058
MA0141.2	Esrrb	19409.8	24163.0	28209.3	-1.48	-0.23	0.6	316	157	159	-0.022	-0.049
MA0104.1	Mycn	4824.8	6592.0	8204.0	-0.6	0.23	1.59	166	85	81	0.091	0.126
MA1587.1	ZNF135	20094.4	24906.0	29066.1	-2.14	-0.51	0.37	326	156	170	-0.083	-0.134
MA0512.1	Rxra	10043.8	12985.5	16140.8	0.28	1.63	3.95	249	148	101	0.163	0.176
MA0119.1	NFIC::TLX1	13224.2	16938.5	19984.2	-0.44	0.23	1.59	265	143	122	0.249	0.079
MA0904.1	Hoxb5	30878.5	37655.5	42319.5	-0.75	0.12	1.29	391	196	195	0.003	0.018
MA0597.1	THAP1	11456.0	14755.0	18094.0	-2.71	-0.81	-0.01	256	115	141	-0.1	-0.1
MA0471.1	E2F6	21373.6	26334.0	30949.2	-1.46	0.24	0.67	330	167	163	0.029	-0.085
MA0844.1	XBP1	26105.1	31828.0	37878.9	-0.34	1.3	3.34	379	201	178	0.031	0.216
MA1466.1	ATF6	16488.8	20834.5	24865.4	-0.42	0.42	2.01	297	155	142	0.109	0.117
MA0895.1	HMBOX1	10495.2	13447.0	16758.3	-0.11	1.94	4.64	256	140	116	0.072	0.254
MA0679.1	ONECUT1	21274.4	26341.0	30945.6	-2.26	-0.51	0.43	335	162	173	-0.007	-0.073
MA0051.1	IRF2	25416.5	31010.0	37042.9	11.08	16.03	21.82	471	313	158	0.983	0.961
MA0059.1	MAX::MYC	16199.8	20142.0	24328.6	-0.01	1.06	2.99	301	165	136	0.228	0.183
MA0162.2	EGR1	20698.3	25658.0	30744.8	-0.12	0.94	2.74	337	181	156	0.167	0.13
MA0761.1	ETV1	17778.4	21938.0	26637.9	11.17	16.18	21.57	409	281	128	0.793	0.865
MA0796.1	TGIF1	8747.9	11499.0	13678.6	-0.57	0.25	1.57	219	110	109	0.007	0.104
MA0090.1	TEAD1	15582.7	19560.5	23039.3	-1.8	-0.36	0.33	287	133	154	-0.137	-0.082
MA0037.3	GATA3	5654.5	7794.5	9524.6	-1.44	-0.15	0.78	179	87	92	-0.029	-0.121
MA0145.3	TFCP2	16936.5	21174.5	25450.3	0.78	2.64	5.54	324	188	136	0.307	0.29
MA0781.1	PAX9	17350.7	21803.5	26419.4	0.82	2.58	5.44	328	182	146	0.231	0.393
MA0036.2	GATA2	24638.3	30165.5	34834.7	-1.82	0.39	0.8	356	181	175	0.015	-0.15
MA0803.1	TBX15	8357.0	10898.5	14026.7	0.23	1.51	3.75	228	131	97	0.1	0.252
MA0818.1	BHLHE22	14072.6	18275.0	20824.0	-0.96	-0.0	1.04	270	135	135	-0.018	0.023
MA0048.2	NHLH1	11751.4	15107.5	18512.2	-0.34	0.59	2.29	256	135	121	0.039	0.115
MA0904.2	HOXB5	8469.4	11044.5	13542.0	-2.06	-0.54	0.12	219	100	119	-0.131	-0.083
MA0481.1	FOXP1	25882.9	31964.5	36785.1	-0.47	0.27	1.58	364	191	173	0.104	0.056
MA0750.2	ZBTB7A	21300.0	25958.0	31177.2	8.39	12.83	18.27	421	270	151	0.684	0.737
MA0846.1	FOXC2	16868.2	20945.5	24709.6	-2.01	-0.43	0.37	298	143	155	-0.066	-0.076
MA0679.2	ONECUT1	25802.4	31031.5	37016.1	-4.04	-1.52	-0.23	377	165	212	-0.102	-0.152
MA1130.1	FOSL2::JUN	16811.8	21221.0	26135.4	1.98	4.44	7.97	338	192	146	0.289	0.514
MA0068.2	PAX4	7685.6	10188.0	12866.7	-3.53	-1.32	-0.18	219	86	133	-0.226	-0.13
MA0881.1	Dlx4	8120.0	10460.5	13444.0	-4.55	-2.03	-0.41	228	98	130	-0.128	-0.208
MA0075.3	PRRX2	7364.0	9540.0	12019.4	-2.97	-1.09	-0.0	210	93	117	-0.11	-0.198
MA0747.1	SP8	24238.7	29826.0	34661.0	-0.3	0.39	1.85	354	190	164	0.091	0.078
MA0620.1	Mitf	15030.0	18843.0	22051.4	-0.52	0.32	1.72	281	148	133	0.079	0.068
MA0032.1	FOXC1	6166.7	8608.5	10310.0	-0.92	-0.04	1.05	186	90	96	-0.054	0.059
MA0511.2	RUNX2	9963.8	12945.0	16176.1	3.83	7.03	11.01	285	190	95	0.526	0.594
MA0761.2	ETV1	19265.4	23908.5	28942.6	12.72	17.67	23.62	431	294	137	0.437	0.852
