id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val	All mutation	Pos mutation	Neg mutation	Median score difference	Mean score difference
MA0819.1	CLOCK	7029.2	9329.0	11323.6	-1.52	-0.22	0.61	197	97	100	-0.076	-0.072
MA0730.1	RARA(var.2)	11561.4	15083.5	17465.2	-1.11	-0.08	0.86	247	122	125	-0.043	-0.038
MA0742.1	Klf12	36396.9	43366.0	48450.5	-1.43	0.17	0.77	421	214	207	0.037	-0.056
MA0482.2	GATA4	22114.0	27720.5	30669.0	-1.15	0.05	0.88	334	168	166	0.005	0.003
MA0099.1	JUN::FOS	8437.8	11154.0	13033.8	-1.29	-0.1	-0.01	213	95	118	-0.085	-0.039
MA0102.1	Cebpa	22956.2	27849.5	33193.1	-2.87	-0.96	0.32	351	166	185	-0.105	-0.138
MA0108.1	TBP	56853.4	64862.0	73015.9	-0.13	1.25	3.49	535	284	251	0.092	0.135
MA0498.2	MEIS1	9191.0	12083.5	14296.4	-1.51	-0.23	0.58	224	111	113	-0.006	-0.106
MA1100.2	ASCL1	6358.0	8671.0	10152.7	-0.87	0.01	0.99	186	98	88	0.055	-0.0
MA0812.1	TFAP2B(var.2)	4302.0	5892.0	7564.9	-2.39	-0.63	0.44	162	77	85	-0.065	-0.226
MA0853.1	Alx4	41139.2	48512.5	52967.2	-1.13	-0.06	0.84	442	212	230	-0.071	0.034
MA0033.2	FOXL1	12791.9	16262.5	18685.0	-0.7	0.2	1.57	259	132	127	0.024	0.1
MA0805.1	TBX1	12220.3	15686.0	18178.3	-1.57	0.18	0.65	254	127	127	0.0	-0.113
MA0075.1	Prrx2	30011.0	35418.5	41471.1	-0.41	0.98	2.73	395	206	189	0.15	0.165
MA0912.1	Hoxd3	34716.8	41254.5	46777.5	-2.22	-0.57	0.39	419	202	217	-0.084	-0.017
MA1519.1	LHX5	38579.9	45650.5	50900.8	-0.51	0.26	1.59	434	223	211	0.078	0.058
MA0694.1	ZBTB7B	19404.5	24127.5	27592.1	-0.71	0.15	1.4	314	158	156	0.01	0.099
MA0491.1	JUND	14587.4	18261.5	21806.2	-2.5	-0.66	0.24	282	132	150	-0.13	-0.126
MA0148.2	FOXA1	12947.2	16757.0	19324.3	-0.96	-0.02	0.95	259	129	130	-0.001	0.04
MA0475.2	FLI1	11859.4	15268.5	17585.1	-1.14	-0.06	0.76	248	115	133	-0.134	0.033
MA0100.2	Myb	6631.8	8997.5	10827.3	-0.58	0.25	1.56	194	98	96	0.026	0.11
MA0670.1	NFIA	13847.0	17569.0	20618.0	-2.04	-0.48	0.17	274	125	149	-0.042	-0.137
MA1635.1	BHLHE22(var.2)	3029.9	4186.0	5572.0	-3.1	-1.16	-0.06	142	59	83	-0.151	-0.242
MA1573.1	THAP11	36256.9	43355.0	47778.4	-1.42	0.1	0.7	419	212	207	0.017	-0.061
MA0765.1	ETV5	34893.4	42049.5	46128.9	-0.85	-0.04	1.04	411	202	209	-0.061	0.019
MA0877.2	BARHL1	15411.8	19930.0	22561.0	-1.08	0.01	0.95	282	141	141	0.005	0.089
MA0141.2	Esrrb	9574.3	12455.0	14545.5	-1.44	-0.2	0.65	227	107	120	-0.137	0.004
MA0104.1	Mycn	3237.0	4532.0	5710.0	-0.22	0.4	1.86	140	79	61	0.091	0.073
MA1587.1	ZNF135	19735.6	24127.0	28571.0	-0.25	0.72	2.58	324	170	154	0.127	0.224
MA0512.1	Rxra	6987.8	9401.0	10973.3	-1.22	-0.07	0.85	195	96	99	-0.053	-0.026
MA0119.1	NFIC::TLX1	17437.6	21822.0	25109.2	-1.41	-0.16	0.54	299	138	161	-0.226	-0.081
MA0904.1	Hoxb5	47722.6	55864.5	63224.9	0.07	1.15	3.19	496	268	228	0.14	0.21
MA0597.1	THAP1	34481.2	40549.5	47280.9	0.12	1.44	3.61	428	233	195	0.147	0.117
MA0471.1	E2F6	18471.4	23113.0	26595.1	-0.57	0.27	1.64	310	158	152	0.089	0.128
MA0844.1	XBP1	20762.1	25612.0	30506.5	-2.98	-1.04	0.43	338	161	177	-0.085	-0.278
MA1466.1	ATF6	30086.9	35855.5	41251.3	-2.59	-0.75	0.15	394	183	211	-0.147	-0.157
